CO_NCM,NO_NCM_POR,NO_NCM_ING,NO_NCM_ESP,NO_NCM_FRA
94049000,"Edredões, almofadas, pufes, travesseiros e artigos semelhantes","Eiderdowns, cushions, pouffes, pillows and simil.articles","Edredones, cojines, pufes, almohadas y arts.simil.","Quilt, coussin, poufs, oreillers et articles similaires"
94051010,"Lâmpadas escialíticas (luzes sem sombra, do tipo utilizado em medicina, cirurgia, odontologia)",Scyalitic lamps,Lámparas escialíticas,Lampes escialitiques
94051091,"Lustres e aparelhos iluminadores elétricos, de pedra, para teto/parede","Chand.and elect.lamps ligh.fittin.of stone,f/ceil/wall",Lámparas y apars.de alumbr.eléctr.de pied.p/techo/pared,"Lustres et enlumineurs appareils électriques, pierre, pour mur/plafond"
94051092,"Lustres e aparelhos iluminadores elétricos, de vidro, para teto/parede","Chand.and elect.lamps ligh.fittin.of glass,f/ceil/wall",Lámparas y apars.de alumbr.eléctr.de vidr.p/techo/pared,"Lustres et enlumineurs appareils électriques, verre, pour mur/plafond"
94051093,"Lustres e aparelhos iluminadores elétricos, de metal comum, para teto/parede",Chand.and elect.lamps ligh.fittin.base met.f/ceil/wall,Lámparas y apars.de alumb.eléct.de met.com./techo/pared,"Lustres et enlumineurs appareils électriques, métal de base, pour mur/plafond"
94051099,"Lustres e aparelhos iluminadores elétricos, de outros materiais, para teto/parede",Chand.and elect.lamps ligh.fittin.oth.mat.f/ceil/wall,Lámparas y apars.de alumb.eléct.de dem.mat./techo/pared,"Lustres et dispositifs d'éclairage électriques, d'autres matériaux, pour mur/plafond"
94052000,"Abajures de cabeceira, de escritório e lampadários de interior, elétricos","Bedside or office electric lamps,etc","Lámparas eléctricas de cabecera o oficina, etc","Lampes de chevet ou de bureau, etc., électrique"
94053000,Guirlandas elétricas dos tipos utilizados em árvores de Natal,Lighting sets for christmas trees,Guirnaldas eléctricas para árboles de navidad,Guirlandes électriques pour arbres de Noël
94054010,"Outros aparelhos elétricos de iluminação, de metais comuns","Oth.electric lamps and lighting fittings,of base metal","Los dem.aparatos eléctricos de alumbrado, de met.comunes","Autres lampes électriques et de l'éclairage, de métal de base"
94054090,"Outros aparelhos elétricos de iluminação, de outras matérias","Oth.electric lamps and light.fittings,of oth.materials","Los dem.aparatos eléctricos de alumbrado, de dem.mat.","Autres lampes électriques et d'éclairage, d'autres matières"
94055000,Aparelhos não elétricos de iluminação,Non-electrical lamps and lighting fittings,Aparatos de alumbrado no eléctricos,"Appareils d'éclairage, non électriques"
94056000,"Anúncios, cartazes ou tabuletas, placas indicadoras luminosos, e artigos semelhantes","Illuminated signs,illuminated name-plates,etc.","Anuncios, letreros y placas indicadoras, luminosos, etc","Publicités, affiches ou enseignes, plaques lumineuses et articles similaires"
94059100,"Partes para aparelhos de iluminação, de vidro","Parts f/lamps and lighting fittings,of glass","Partes p/aparatos de iluminación, de vidrio","Pièces d'éclairage, verre"
94059200,"Partes para aparelhos de iluminação, de plásticos","Parts f/lamps and lighting fittings,of plastic","Partes p/aparatos de iluminación, de plástico","Pièces d'éclairage, les matières plastiques"
94059900,"Partes para aparelhos de iluminação, de outras matérias","Parts f/lamps and lighting fittings,of other materials","Partes p/aparatos de iluminación, de demás materias","Pièces pour l'éclairage, d'autres matières"
94060010,Estufas pré-fabricadas,Prefabricated greenhouses,Invernaderos prefabricados,Serres préfabriqués
94060091,"Outras construções pré-fabricadas, com estrutura de madeira e paredes exteriores constituídas essencialmente dessa matéria","Other prefabricated buildings, of wood","Las demás construcciones prefabricadas, de madera","Autres bâtiments préfabriqués, le bois"
94060092,"Outras construções pré-fabricadas, com estrutura de ferro ou aço e paredes exteriores constituídas essencialmente dessas matérias","Other prefabricated buildings, of iron or steel","Las dem.construcciones prefabricadas, de hierro o acero",Autres bâtiments préfabriqués en fer ou en acier
94060099,"Outras construções pré-fabricadas, de outras matérias","Other prefabricated buildings, of other materials","Las dem.construcciones prefabricadas, de otras materias","Autres bâtiments préfabriqués, d'autres matières"
94061010,"Estufas, de madeira","Greenhouses, wooden","Invernaderos, de madera","Serres, bois"
94061090,"Outras contruções pré-fabricadas, de madeira","Other prefabricated buildings, made of wood","Otras construcciones prefabricadas, de madera","Autres bâtiments préfabriqués, en bois"
94069010,"Estufas, exceto de madeira","Greenhouses, except wooden","Invernaderos, excepto de madera","Serres, sauf en bois"
94069020,Construções pré-fabricadas com estrutura de ferro ou aço e paredes exteriores constituídas principalmente dessas matérias,Prefabricated buildings with iron or steel structure and exterior walls consisting mainly of these materials,Construcciones prefabricadas con paredes de hierro o de estructura de acero y exteriores constituidos principalmente por estos materiales,Constructions préfabriquées en fer ou structure en acier et murs extérieurs constitués principalement de ces matériaux
94069090,"Outras construções pré-fabricadas, exceto de madeira","Other prefabricated buildings, except wood","Otras construcciones prefabricadas, excepto la madera","Autres bâtiments préfabriqués, à l'exception du bois"
95010000,Brinquedos de rodas para crianças e carrinhos para bonecos,Wheeled toys for children and dolls' carriages,Juguetes de ruedas p/niños y coches de ruedas p/muñecos,Jouets à roues pour les enfants et des poupées
95021010,"Bonecos de figura humana, com mecanismo à corda/elétrico","Dolls represent.human beings,with mechan./electric","Muñecos q.repr.seres humanos, c/mecan.a cuerda/eléctr.","Puppet figure humaine, avec um mécanisme de corde/électrique"
95021090,"Outros bonecos de figura humana, mesmo vestidos","Other dolls repres.human beings,whether or not dressed","Los demás muñecos q.repr.seres humanos, incl.vestidos",Autres poupées de figure humaine même robes
95029100,"Vestuário e seus acessórios, etc. para bonecos de figura humana",Garments and acces.therefor f/dolls repres.human beings,Prendas de vest.y sus compl.etc.p/muñec.q.repr.ser.hum.,"Vêtements et accessoires du vêtement, etc. pour les poupées figure humaine"
95029900,Outras partes e acessórios para bonecos de figura humana,Other parts and access.f/dolls repres.human beings,Las demás partes y acces.p/muñecos q.repr.seres humanos,Autres pièces et accessoires pour poupées figure humaine
95030010,"Triciclos, patinetes, carros de pedais e outros brinquedos semelhantes com rodas; carrinhos para bonecos",Wheeled toys f/children and dolls' carriages,Juguetes de ruedas p/niños y coches de ruedas p/muñecos,"Jouets à la roue pour les enfants, et les voitures pour poupées"
95030021,"Bonecos, mesmo vestidos, com mecanismo a corda ou elétrico, que representem somente seres humanos",Dolls activated by mechanism of rope or electric,Muñecos activ. p/ mecan.a cuerda/eléctr.,Poupées avec um mécanisme de corde/électrique
95030022,"Outros bonecos, mesmo vestidos, que representem somente seres humanos","Other puppets, even dressed","Otros muñecos, incluso vestidos","Autres poupées, même des robes"
95030029,Partes e acessórios de bonecos que representem somente seres humanos,Other parts and accessories for dolls,Otras partes y acces.para muñecos,Autres pièces et accessoires pour poupées
95030031,"Brinquedos que representem animais ou seres não humanos, com enchimento","Filled toys repres.animals, no hum. criatu.","Otros jugetes rellenos, que repr. animales, ciat. no human.","Jouets représentant des animaux ou des créatures non-humaines, remplis"
95030039,Outros brinquedos que representem animais ou seres não humanos,"Other toys repres.animals, no hum. criatu.","Otros jugetes, que repr. animales, ciat. no human.",Autres jouets représentant des animaux ou des créatures non humaines
95030040,"Trens elétricos, incluindo os trilhos, sinais e outros acessórios","Eletric trains of toy, includ. rail tracks, signs, accessories","Trenes electricos de juguete inclu. señales,  accesorios","Trains jouets électriques, y compris les rails, les signaux, les accessoires"
95030050,"Modelos reduzidos, mesmo animados, em conjuntos para montagem, exceto os do item 9503.00.40 (trens elétricos)","Reduced-size, of toy, for assembly kits","Modelos reducidos, de juguete, para ensamblar","Petit modèle de jouets, ensemble, pour l'assemblage"
95030060,"Outros conjuntos e brinquedos, para construção",Other kits and toys for construction,Otros juegos y juguetes de construcción,"Autres jouets, pour la construction"
95030070,"Quebra-cabeças (""puzzles"")",Puzzles,Rompecabezas,Puzzles («échelle»)
95030080,"Outros brinquedos, apresentados em sortidos ou em panóplias","Other toys, put up in sets or outfits",Los dem.juguetes en juegos o surtidos o en panoplias,Autres jouets présentés en assortiments ou en panoplies
95030091,"Instrumentos e aparelhos musicais, de brinquedo",Toy musical instruments and apparatus,"Instrumentos y aparatos musicales, de juguete","Instruments et appareils de musique, jouet"
95030097,"Outros brinquedos, com motor elétrico",Other toys with electric motor,Otros juguetes con motor eléctrico,Autres jouets à moteur électrique
95030098,"Outros brinquedos, com motor não elétrico","Other toys of friction,mechanical or spring-operated","Los demás juguetes a fricción, a cuerda o a resorte","Autres jouets, à moteur électrique pas"
95030099,Outros brinquedos de qualquer tipo,Other toys of any kind,Otros juguetes de cualquier tipo,D'autres jouets de toute nature
95031000,"Trens elétricos de brinquedo, inclusive trilhos, sinais, outros acessórios",Electr.trains of toy.incl.tracks/signals/acces.therefor,Trenes eléctr.de juguet.incl.carriles/señales/dem.acces,"Trains électriques jouets, y compris les rails, les signaux, d'autres accessoires"
95032000,"Outros modelos reduzidos, de brinquedo, em conjuntos para montagem","Oth.reduced-size,of toy,f/assembly kits","Los demás modelos reducidos, de juguete, p/ensamblar","Autres modèles réduits, jouets, kits de montage"
95033000,"Outros conjuntos e brinquedos, para construção",Other kits and toys for construction,Los demás juegos y juguetes de construcción,"Autres jeux de construction et de jouets, pour la construction"
95034100,"Brinquedos com enchimento, de figura animal ou não-humana",Filled toys representing animals or non-human creatures,"Juguetes rellenos, q.repr.animales o seres no humanos","Jouets avec remplissage, figure animale ou non humaine"
95034900,Outros brinquedos de figura animal ou não humana,Other toys representing animals or non-human creatures,Los dem.juguetes q.repr.animales o seres no humanos,"Autres jouets, figure animale ou non humaine"
95035000,"Instrumentos e aparelhos musicais, de brinquedo",Toy musical instruments and apparatus,"Instrumentos y aparatos musicales, de juguete","Instruments et appareils de musique, jouet"
95036000,"Quebra-cabeças (""puzzles"")",Puzzles,Rompecabezas,"Puzzles (""échelle"")"
95037000,Outros brinquedos em sortidos ou em panóplias,"Other toys, put up in sets or outfits",Los dem.juguetes en juegos o surtidos o en panoplias,Autres jouets en assortiments ou en panoplies
95038010,"Outros brinquedos e modelos, motorizados, elétricos","Other toys and models,incorporating a motor,electric","Los demás juguetes y modelos, c/motor, eléctricos","Autres jouets et modèles, à moteur, électrique"
95038020,"Brinquedos de fricção, corda ou mola, motorizados","Toys of friction,mechan.orspring-operat.incorp.motor","Juguetes a fricción, cuerda o resorte, c/motor","Jouets de friction, de la corde ou au printemps, motorisés"
